INFO 2024-12-25 18:06:52,513 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-26 14:51:25,412 autoreload File /usr/lib/python3.10/wsgiref/handlers.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,412 autoreload File /usr/lib/python3.10/wsgiref/headers.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,412 autoreload File /usr/lib/python3.10/email/header.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/http/multipartparser.py first seen with mtime 1735137233.7528791
DEBUG 2024-12-26 14:51:25,412 autoreload File /usr/lib/python3.10/tempfile.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/views/generic/__init__.py first seen with mtime 1735137233.763879
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/backends/base/base.py first seen with mtime 1735137233.7318795
DEBUG 2024-12-26 14:51:25,412 autoreload File /usr/lib/python3.10/linecache.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/exceptions.py first seen with mtime 1735137233.754879
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/formatter.py first seen with mtime 1735137233.3658855
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/serializers/__init__.py first seen with mtime 1735137233.7308795
DEBUG 2024-12-26 14:51:25,412 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/__init__.py first seen with mtime 1735137233.7228796
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/sqlparse/filters/reindent.py first seen with mtime 1735137233.3668854
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/functions/math.py first seen with mtime 1735137233.7438793
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/__init__.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/files/storage/filesystem.py first seen with mtime 1735137233.7258797
DEBUG 2024-12-26 14:51:25,413 autoreload File /usr/lib/python3.10/random.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/middleware/__init__.py first seen with mtime 1735137233.7528791
DEBUG 2024-12-26 14:51:25,413 autoreload File /usr/lib/python3.10/lib-dynload/_contextvars.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/inspect.py first seen with mtime 1735137233.760879
DEBUG 2024-12-26 14:51:25,413 autoreload File /usr/lib/python3.10/concurrent/futures/_base.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/apps/registry.py first seen with mtime 1735137233.4198844
DEBUG 2024-12-26 14:51:25,413 autoreload File /usr/lib/python3.10/asyncio/coroutines.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1735137233.762879
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1735137233.7248795
DEBUG 2024-12-26 14:51:25,413 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/templates/base.html first seen with mtime 1735224682.8540092
DEBUG 2024-12-26 14:51:25,414 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/templates/welcome.html first seen with mtime 1735152183.0318792
DEBUG 2024-12-26 14:51:25,414 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/templates/login.html first seen with mtime 1735142544.2643914
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/messages/middleware.py first seen with mtime 1735137233.6588807
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/migrations/__init__.py first seen with mtime 1735137535.1414688
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1735137233.582882
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1735137233.5978816
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/graph.py first seen with mtime 1735137233.7378793
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1735137233.70588
DEBUG 2024-12-26 14:51:26,447 autoreload File /usr/lib/python3.10/encodings/idna.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:26,447 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1735137233.6898801
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/middleware/clickjacking.py first seen with mtime 1735137233.753879
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1735137233.518883
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1735137233.518883
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1735137233.5978816
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/loader.py first seen with mtime 1735137233.7378793
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1735137233.6898801
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/migrations/0001_initial.py first seen with mtime 1735137535.1424687
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/recorder.py first seen with mtime 1735137233.7388794
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1735137233.518883
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1735137233.582882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/migrations/executor.py first seen with mtime 1735137233.7378793
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1735137233.69088
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/db/models/sql/compiler.py first seen with mtime 1735137233.7448792
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,448 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1735137233.69088
DEBUG 2024-12-26 14:51:26,449 autoreload File /usr/lib/python3.10/stringprep.py first seen with mtime 1730924533.0
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/middleware/common.py first seen with mtime 1735137233.753879
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/telegram_auth_project/wsgi.py first seen with mtime 1735137128.5576499
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1735137233.582882
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1735137233.7238796
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1735137233.581882
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1735137233.518883
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1735137233.5978816
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1735137233.69088
DEBUG 2024-12-26 14:51:26,449 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1735137233.70588
DEBUG 2024-12-26 14:51:43,963 base Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 181, in _get_response
    callback, callback_args, callback_kwargs = self.resolve_request(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 313, in resolve_request
    resolver_match = resolver.resolve(request.path_info)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/resolvers.py", line 705, in resolve
    raise Resolver404({"tried": tried, "path": new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'telegram_callback/' [name='telegram_callback']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'welcome/' [name='welcome']>]], 'path': ''}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 883, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 893, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 899, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 906, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
WARNING 2024-12-26 14:51:43,964 log Not Found: /
WARNING 2024-12-26 14:51:43,965 basehttp "GET / HTTP/1.1" 404 2959
DEBUG 2024-12-26 14:51:44,041 base Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 181, in _get_response
    callback, callback_args, callback_kwargs = self.resolve_request(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 313, in resolve_request
    resolver_match = resolver.resolve(request.path_info)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/resolvers.py", line 705, in resolve
    raise Resolver404({"tried": tried, "path": new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'telegram_callback/' [name='telegram_callback']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'welcome/' [name='welcome']>]], 'path': 'favicon.ico'}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 883, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 893, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 899, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 906, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
WARNING 2024-12-26 14:51:44,042 log Not Found: /favicon.ico
DEBUG 2024-12-26 14:51:44,583 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1735137233.6598806
DEBUG 2024-12-26 14:51:44,583 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1735137233.6898801
DEBUG 2024-12-26 14:51:44,583 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1735137233.6598806
DEBUG 2024-12-26 14:51:44,584 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1735137233.6598806
DEBUG 2024-12-26 14:51:52,487 utils (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-12-26 14:51:52.485798' AND "django_session"."session_key" = '96lufuc9yjs8yh3f0s48c5h613n0svw3') LIMIT 21; args=('2024-12-26 14:51:52.485798', '96lufuc9yjs8yh3f0s48c5h613n0svw3'); alias=default
DEBUG 2024-12-26 14:51:52,496 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2024-12-26 14:51:52,496 utils (0.000) UPDATE "django_session" SET "session_data" = 'eyJhdXRoX3Rva2VuIjoiMXlwWE1wbF9uSTJPcS1wZjFMVWNGQSJ9:1tQpDM:OatTrUuQ1WAVul9BY4rr3mT5hWR7h31BSsN3irLcp4M', "expire_date" = '2024-12-27 14:51:52.496007' WHERE "django_session"."session_key" = '96lufuc9yjs8yh3f0s48c5h613n0svw3'; args=('eyJhdXRoX3Rva2VuIjoiMXlwWE1wbF9uSTJPcS1wZjFMVWNGQSJ9:1tQpDM:OatTrUuQ1WAVul9BY4rr3mT5hWR7h31BSsN3irLcp4M', '2024-12-27 14:51:52.496007', '96lufuc9yjs8yh3f0s48c5h613n0svw3'); alias=default
DEBUG 2024-12-26 14:51:52,499 utils (0.003) COMMIT; args=None; alias=default
INFO 2024-12-26 14:51:52,500 basehttp "GET /login/ HTTP/1.1" 200 303
DEBUG 2024-12-26 14:51:52,648 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/context_processors.py first seen with mtime 1735137233.754879
DEBUG 2024-12-26 14:51:52,649 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1735137233.6588807
DEBUG 2024-12-26 14:51:52,650 autoreload File /home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1735137233.5588822
DEBUG 2024-12-26 14:51:58,631 base Exception while resolving variable 'name' in template 'unknown'.
Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 181, in _get_response
    callback, callback_args, callback_kwargs = self.resolve_request(request)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 313, in resolve_request
    resolver_match = resolver.resolve(request.path_info)
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/urls/resolvers.py", line 705, in resolve
    raise Resolver404({"tried": tried, "path": new_path})
django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'login/' [name='login']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'telegram_callback/' [name='telegram_callback']>], [<URLResolver <module 'myapp.urls' from '/home/vickie/PycharmProjects/TelegramAuth/telegram_auth_project/myapp/urls.py'> (None:None) ''>, <URLPattern 'welcome/' [name='welcome']>]], 'path': 'telegram_callback'}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 883, in _resolve_lookup
    current = current[bit]
TypeError: 'URLResolver' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 893, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'URLResolver' object has no attribute 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 899, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'name'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/vickie/PycharmProjects/TelegramAuth/.venv/lib/python3.10/site-packages/django/template/base.py", line 906, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
INFO 2024-12-26 14:51:58,633 basehttp "GET /telegram_callback?token=1ypXMpl_nI2Oq-pf1LUcFA&telegram_id=5653249355&username=vickie2000 HTTP/1.1" 301 0
DEBUG 2024-12-26 14:51:58,640 utils (0.000) SELECT "myapp_telegramprofile"."id", "myapp_telegramprofile"."user_id", "myapp_telegramprofile"."telegram_id", "myapp_telegramprofile"."telegram_username", "myapp_telegramprofile"."auth_token" FROM "myapp_telegramprofile" WHERE "myapp_telegramprofile"."telegram_id" = 5653249355 LIMIT 21; args=(5653249355,); alias=default
DEBUG 2024-12-26 14:51:58,642 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2024-12-26 14:51:58,646 utils (0.002) UPDATE "myapp_telegramprofile" SET "user_id" = 1, "telegram_id" = 5653249355, "telegram_username" = 'vickie2000', "auth_token" = '1ypXMpl_nI2Oq-pf1LUcFA' WHERE "myapp_telegramprofile"."id" = 1; args=(1, 5653249355, 'vickie2000', '1ypXMpl_nI2Oq-pf1LUcFA', 1); alias=default
INFO 2024-12-26 14:51:58,646 views Logging in user: vickie2000
DEBUG 2024-12-26 14:51:58,649 utils (0.000) SELECT 1 AS "a" FROM "django_session" WHERE "django_session"."session_key" = '8ph14dnlb6b8pra83rw0tam7oca239iv' LIMIT 1; args=(1, '8ph14dnlb6b8pra83rw0tam7oca239iv'); alias=default
DEBUG 2024-12-26 14:51:58,650 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2024-12-26 14:51:58,651 utils (0.000) INSERT INTO "django_session" ("session_key", "session_data", "expire_date") VALUES ('8ph14dnlb6b8pra83rw0tam7oca239iv', 'e30:1tQpDS:553nQqEbjqOqmayraBqTWt4LfjVq2FZeQ7koiAbBRM0', '2024-12-27 14:51:58.650390'); args=('8ph14dnlb6b8pra83rw0tam7oca239iv', 'e30:1tQpDS:553nQqEbjqOqmayraBqTWt4LfjVq2FZeQ7koiAbBRM0', '2024-12-27 14:51:58.650390'); alias=default
DEBUG 2024-12-26 14:51:58,654 utils (0.002) COMMIT; args=None; alias=default
DEBUG 2024-12-26 14:51:58,660 utils (0.003) UPDATE "auth_user" SET "last_login" = '2024-12-26 14:51:58.655205' WHERE "auth_user"."id" = 1; args=('2024-12-26 14:51:58.655205', 1); alias=default
DEBUG 2024-12-26 14:51:58,660 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2024-12-26 14:51:58,662 utils (0.000) UPDATE "django_session" SET "session_data" = '.eJxVjEEOwiAQRe_C2hAGoViX7j0DmWEGqRpISrsy3l2bdKHb_977LxVxXUpcu8xxYnVWoA6_G2F6SN0A37Hemk6tLvNEelP0Tru-NpbnZXf_Dgr28q0lW6IsaMRl79GBQWvYDYESgQ8Mwl4IBC0fh0wZnUnsxlMKRGnMoN4fIAc5lQ:1tQpDS:maLlNedRAzSPFZPRV4nEZJw4N7jXTKuEXyCjXl0MJCI', "expire_date" = '2024-12-27 14:51:58.660654' WHERE "django_session"."session_key" = '8ph14dnlb6b8pra83rw0tam7oca239iv'; args=('.eJxVjEEOwiAQRe_C2hAGoViX7j0DmWEGqRpISrsy3l2bdKHb_977LxVxXUpcu8xxYnVWoA6_G2F6SN0A37Hemk6tLvNEelP0Tru-NpbnZXf_Dgr28q0lW6IsaMRl79GBQWvYDYESgQ8Mwl4IBC0fh0wZnUnsxlMKRGnMoN4fIAc5lQ:1tQpDS:maLlNedRAzSPFZPRV4nEZJw4N7jXTKuEXyCjXl0MJCI', '2024-12-27 14:51:58.660654', '8ph14dnlb6b8pra83rw0tam7oca239iv'); alias=default
DEBUG 2024-12-26 14:51:58,664 utils (0.002) COMMIT; args=None; alias=default
